URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (name),EstablishmentTypeGroup (name),EstablishmentStatus (name),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (name),NurseryProvision (name),OfficialSixthForm (name),Gender (name),ReligiousCharacter (name),ReligiousEthos (name),Diocese (name),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (name),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (name),DistrictAdministrative (name),AdministrativeWard (name),ParliamentaryConstituency (name),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,PropsName,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,QABName (name),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate,Linked establishments,,,
135316,212,Wandsworth,6905,Ashcroft Technology Academy,Academy sponsor led,Academies,Open,New Provision,01-09-2007,Not applicable,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,None,Not applicable,Non-selective,1450,No Special Classes,19-01-2023,1427,852,575,25.4,Supported by a single-academy trust,PROSPECT EDUCATION (TECHNOLOGY) TRUST LIMITED,Linked to a sponsor,Prospect Education (Technology) Trust Limited,Not applicable,,10021078,,Not applicable,22-09-2021,21-11-2023,100 West Hill,Wandsworth,,London,,SW15 2UT,http://www.atacademy.org.uk/,2088770357,Mr,Douglas,Mitchell,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,VI - Visual Impairment,OTH - Other Difficulty/Disability,HI - Hearing Impairment,"SLCN - Speech, language and Communication",ASD - Autistic Spectrum Disorder,"SEMH - Social, Emotional and Mental Health",MSI - Multi-Sensory Impairment,PD - Physical Disability,MLD - Moderate Learning Difficulty,,,,,Resourced provision and SEN unit,12,16,207,350,London,Wandsworth,East Putney,Putney,(England/Wales) Urban major conurbation,E09000032,524639,174575,Wandsworth 020,Wandsworth 020A,,,,,Outstanding,South-East England and South London,,121004229,,Not applicable,Not applicable,,,E02000942,E01004499,297,,101092 Predecessor,,,
135338,821,Luton,6906,The Stockwood Park Academy,Academy sponsor led,Academies,Open,New Provision,01-09-2007,Not applicable,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,None,Not applicable,Non-selective,1450,No Special Classes,19-01-2023,1443,702,741,33.3,Supported by a multi-academy trust,THE SHARED LEARNING TRUST,Linked to a sponsor,The Shared Learning Trust,Not applicable,,10021096,,Not applicable,30-03-2022,13-09-2023,Rotheram Avenue,,,Luton,Bedfordshire,LU1 5PP,http://stockwoodpark.thesharedlearningtrust.org.uk/,1582722333,Mr,Mumin,Humayun,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,East of England,Luton,Farley,Luton South,(England/Wales) Urban city and town,E06000032,507801,220141,Luton 020,Luton 020E,,,,,Requires improvement,North-West London and South-Central England,,1.00081E+11,,Not applicable,Not applicable,,,E02003277,E01015736,445,,109691 Predecessor,,,
135389,208,Lambeth,6906,Ark Evelyn Grace Academy,Academy sponsor led,Academies,Open,New Provision,01-09-2008,Not applicable,,Secondary,11,16,No boarders,Not applicable,Does not have a sixth form,Mixed,Does not apply,None,Not applicable,Non-selective,1200,No Special Classes,19-01-2023,464,249,215,54.5,Supported by a multi-academy trust,ARK SCHOOLS,Linked to a sponsor,ARK Schools,Not applicable,,10024209,,Not applicable,10-11-2022,22-11-2023,255 Shakespeare Road,Lambeth,,London,,SE24 0QN,http://evelyngraceacademy.org/,2077379520,Ms,Una,Sookun,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Lambeth,Brixton Windrush,Dulwich and West Norwood,(England/Wales) Urban major conurbation,E09000022,531808,175242,Lambeth 018,Lambeth 018C,,,,,Requires improvement,South-East England and South London,,1.00023E+11,,Not applicable,Not applicable,,,E02000635,E01003051,252,,Does not have links,,,
135507,302,Barnet,6906,Wren Academy Finchley,Academy sponsor led,Academies,Open,New Provision,01-09-2008,Not applicable,,All-through,4,18,No boarders,Not applicable,Has a sixth form,Mixed,Church of England,None,Diocese of London,Non-selective,1600,No Special Classes,19-01-2023,1626,840,786,12.7,Supported by a multi-academy trust,WREN ACADEMIES TRUST,Linked to a sponsor,Diocese of London,Not applicable,,10024205,,Not applicable,19-09-2018,14-11-2023,Hilton Avenue,North Finchley,,London,,N12 9HB,www.wrenacademyfinchley.org,2084926000,Mr,John,Keohane,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Barnet,Woodhouse,Finchley and Golders Green,(England/Wales) Urban major conurbation,E09000003,526936,192013,Barnet 015,Barnet 015F,,,,,Outstanding,North-West London and South-Central England,,200121478,,Not applicable,Not applicable,,,E02000038,E01000324,169,,Does not have links,,,
135531,207,Kensington and Chelsea,6905,Chelsea Academy,Academy sponsor led,Academies,Open,New Provision,01-09-2009,Not applicable,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Church of England,None,Diocese of London,Non-selective,1050,Not applicable,19-01-2023,1182,647,535,41.1,Supported by a single-academy trust,THE CHELSEA ACADEMY (A SCIENCE ACADEMY),Linked to a sponsor,Diocese of London,Not applicable,,10027538,,Not applicable,28-09-2023,13-12-2023,Lots Road,Chelsea,,London,,SW10 0AB,http://chelsea-academy.org/,2073763019,Mrs,Mariella,Ardron,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resourced provision,2,6,,,London,Kensington and Chelsea,Chelsea Riverside,Chelsea and Fulham,(England/Wales) Urban major conurbation,E09000020,526279,177011,Kensington and Chelsea 021,Kensington and Chelsea 021B,,,,,Good,North-West London and South-Central England,,217120496,,Not applicable,Not applicable,,,E02000597,E01002841,369,,Does not have links,,,
135584,210,Southwark,6912,Ark Globe Academy,Academy sponsor led,Academies,Open,New Provision,01-09-2008,Not applicable,,All-through,3,18,No boarders,Has Nursery Classes,Has a sixth form,Mixed,Does not apply,None,Not applicable,Non-selective,1645,No Special Classes,19-01-2023,1334,709,625,56.3,Supported by a multi-academy trust,ARK SCHOOLS,Linked to a sponsor,ARK Schools,Not applicable,,10024133,,Not applicable,01-12-2021,29-11-2023,Harper Road,,,London,,SE1 6AG,https://arkglobe.org/,2074076877,Mr,Matt,Jones OBE,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Southwark,Chaucer,Bermondsey and Old Southwark,(England/Wales) Urban major conurbation,E09000028,532629,179134,Southwark 006,Southwark 006D,,,,,Good,South-East England and South London,,2.00003E+11,,Not applicable,Not applicable,,,E02000812,E01003942,658,,100799 Predecessor,100847 Predecessor,,
135587,206,Islington,6906,City of London Academy Islington,Academy sponsor led,Academies,Open,New Provision,01-09-2008,Not applicable,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,None,Not applicable,Non-selective,805,No Special Classes,19-01-2023,897,477,420,53.8,Supported by a multi-academy trust,CITY OF LONDON ACADEMIES TRUST,Linked to a sponsor,City of London Academies Trust,Not applicable,,10024134,,Not applicable,14-03-2019,14-11-2023,Prebend Street,Islington,,London,,N1 8PQ,www.colai.org.uk,2072268611,Ms,Sonia,Jacob,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Islington,St Mary's & St James',Islington South and Finsbury,(England/Wales) Urban major conurbation,E09000019,532038,183639,Islington 018,Islington 018E,,,,,Outstanding,North-West London and South-Central England,,10023219013,,Not applicable,Not applicable,,,E02000571,E01002800,433,,100454 Predecessor,,,
135600,304,Brent,6906,Ark Academy,Academy sponsor led,Academies,Open,New Provision,30-09-2008,Not applicable,,All-through,3,18,No boarders,Has Nursery Classes,Has a sixth form,Mixed,Does not apply,None,Not applicable,Non-selective,1650,No Special Classes,19-01-2023,1640,817,823,28.9,Supported by a multi-academy trust,ARK SCHOOLS,Linked to a sponsor,ARK Schools,Not applicable,,10024211,,Not applicable,23-02-2022,13-09-2023,Forty Avenue,,,Wembley,Middlesex,HA9 9JR,www.arkacademy.org,2083854370,Ms,Delia,Smith,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Brent,Barnhill,Brent North,(England/Wales) Urban major conurbation,E09000005,519303,186588,Brent 009,Brent 009F,,,,,Outstanding,North-West London and South-Central England,,202127066,,Not applicable,Not applicable,,,E02000101,E01033931,387,,Does not have links,,,
135630,886,Kent,6914,Longfield Academy,Academy sponsor led,Academies,Open,New Provision,01-09-2008,Not applicable,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,None,Not applicable,Non-selective,1150,No Special Classes,19-01-2023,1035,533,502,25.1,Supported by a multi-academy trust,LEIGH ACADEMIES TRUST,Linked to a sponsor,Leigh Academies Trust,Not applicable,,10024300,,Not applicable,27-09-2023,13-12-2023,Main Road,,,Longfield,Kent,DA3 7PH,http://www.longfieldacademy.org,1474700700,Dr,Felix,Donkor,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resourced provision,37,40,,,South East,Dartford,"Longfield, New Barn & Southfleet",Dartford,(England/Wales) Urban city and town,E10000016,560573,168906,Dartford 013,Dartford 013B,,,,,Good,South-East England and South London,,2.00001E+11,,Not applicable,Not applicable,,,E02005040,E01024158,224,,118819 Predecessor,,,
135631,871,Slough,6905,The Langley Academy,Academy sponsor led,Academies,Open,New Provision,01-09-2008,Not applicable,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,None,Not applicable,Non-selective,900,No Special Classes,19-01-2023,1154,627,527,20.2,Supported by a multi-academy trust,THE ARBIB EDUCATION TRUST,Linked to a sponsor,The Arbib Foundation,Not applicable,,10024150,,Not applicable,11-05-2023,22-11-2023,Langley Road,Langley,,Slough,Berkshire,SL3 7EF,www.langleyacademy.org,1753214440,Mrs,Alison,Lusuardi,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,HI - Hearing Impairment,,,,,,,,,,,,,Resourced provision,,,,,South East,Slough,Langley Marish,Slough,(England/Wales) Urban city and town,E06000039,500521,179401,Slough 012,Slough 012F,,,,,Good,North-West London and South-Central England,,1.00081E+11,,Not applicable,Not applicable,,,E02003418,E01016505,181,,110077 Predecessor,,,
135654,306,Croydon,6907,Oasis Academy Coulsdon,Academy sponsor led,Academies,Open,New Provision,01-09-2008,Not applicable,,Secondary,11,16,No boarders,Not applicable,Does not have a sixth form,Mixed,Does not apply,None,Not applicable,Non-selective,940,Has Special Classes,19-01-2023,927,489,438,24.7,Supported by a multi-academy trust,OASIS COMMUNITY LEARNING,Linked to a sponsor,Oasis Community Learning,Not applicable,,10024184,,Not applicable,03-07-2018,18-12-2023,Homefield Road,Old Coulsdon,,Croydon,Surrey,CR5 1ES,http://www.oasisacademycoulsdon.org,1737551161,Ms,Catrin,Green,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resourced provision,28,30,,,London,Croydon,Old Coulsdon,Croydon South,(England/Wales) Urban major conurbation,E09000008,531589,157353,Croydon 044,Croydon 044E,,,,,Good,South-East England and South London,,1.00023E+11,,Not applicable,Not applicable,,,E02000237,E01001022,229,,101822 Predecessor,,,
135676,213,Westminster,6908,Pimlico Academy,Academy sponsor led,Academies,Open,New Provision,01-09-2008,Not applicable,,Secondary,11,19,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,None,Not applicable,Non-selective,1250,No Special Classes,19-01-2023,1136,599,537,45.7,Supported by a multi-academy trust,FUTURE ACADEMIES,Linked to a sponsor,Future Academies,Not applicable,,10024202,,Not applicable,06-10-2021,30-11-2023,Lupus Street,Pimlico,,London,,SW1V 3AT,http://www.pimlico.futureacademies.org,2078280881,Mr,Paddy,Cassidy,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,Resourced provision,12,12,,,London,Westminster,Pimlico South,Cities of London and Westminster,(England/Wales) Urban major conurbation,E09000033,529431,178226,Westminster 024,Westminster 024G,,,,,Good,North-West London and South-Central England,,10033620911,,Not applicable,Not applicable,,,E02000983,E01035722,450,,101148 Predecessor,,,
135677,303,Bexley,6906,Harris Academy Falconwood,Academy sponsor led,Academies,Open,New Provision,02-09-2008,Not applicable,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,None,Not applicable,Non-selective,1150,No Special Classes,19-01-2023,1290,732,558,15.6,Supported by a multi-academy trust,HARRIS FEDERATION,Linked to a sponsor,Harris Federation,Not applicable,,10024193,,Not applicable,17-10-2019,13-09-2023,The Green,,,Welling,Kent,DA16 2PE,http://www.harrisfalconwood.org.uk/,2083044916,Mr,Tom,Street,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Bexley,Falconwood & Welling,Old Bexley and Sidcup,(England/Wales) Urban major conurbation,E09000004,545184,175273,Bexley 018,Bexley 018D,,,,,Good,South-East England and South London,,1.00023E+11,,Not applicable,Not applicable,,,E02000082,E01000410,154,,101464 Predecessor,135416 Sixth Form Centre Link,,
135747,302,Barnet,5427,JCoSS,Voluntary aided school,Local authority maintained schools,Open,New Provision,01-09-2010,,,Secondary,11,19,Not applicable,No Nursery Classes,Has a sixth form,Mixed,Jewish,Does not apply,Not applicable,Non-selective,1360,Not applicable,19-01-2023,1347,709,638,4.9,Not applicable,,Not applicable,,Not under a federation,,10030872,,Not applicable,10-11-2022,14-11-2023,Castlewood Road,,,New Barnet,Hertfordshire,EN4 9GE,www.jcoss.org,2083442220,Dr,Melanie,Lee,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resourced provision,51,49,,,London,Barnet,East Barnet,Chipping Barnet,(England/Wales) Urban major conurbation,E09000003,526710,196751,Barnet 002,Barnet 002A,,,,,Good,North-West London and South-Central England,,200154896,,Not applicable,Not applicable,,,E02000025,E01000167,49,,Does not have links,,,
135762,212,Wandsworth,4008,Saint John Bosco College,Voluntary aided school,Local authority maintained schools,Open,Result of Amalgamation,01-09-2011,,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Roman Catholic,Does not apply,Archdiocese of Southwark,Non-selective,1050,Has Special Classes,19-01-2023,843,469,374,45.5,Not applicable,,Not applicable,,Not under a federation,,10035180,,Not applicable,07-10-2022,15-11-2023,Parkham Street,Battersea,,London,,SW11 3DQ,http://www.sjbc.wandsworth.sch.uk/,2079248310,Mr,Paul,Dunne,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,ASD - Autistic Spectrum Disorder,,,,,,,,,,,,,Resourced provision and SEN unit,46,47,46,47,London,Wandsworth,St Mary's,Battersea,(England/Wales) Urban major conurbation,E09000032,527041,176668,Wandsworth 004,Wandsworth 004B,,,,,Good,South-East England and South London,,10091502531,,Not applicable,Not applicable,,,E02000926,E01004579,301,,101061 Predecessor,101062 Predecessor,,
135816,210,Southwark,6913,Harris Boys' Academy East Dulwich,Academy sponsor led,Academies,Open,New Provision,01-09-2009,Not applicable,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Boys,Does not apply,None,Not applicable,Non-selective,950,Not applicable,19-01-2023,878,852,26,33.3,Supported by a multi-academy trust,HARRIS FEDERATION,Linked to a sponsor,Harris Federation,Not applicable,,10027542,,Not applicable,08-12-2011,15-11-2023,Peckham Rye,East Dulwich,,London,,SE22 0AT,http://www.harrisdulwichboys.org.uk/,2082995300,Mr,Chris,Brett,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Southwark,Dulwich Hill,Camberwell and Peckham,(England/Wales) Urban major conurbation,E09000028,534515,174895,Southwark 028,Southwark 028C,,,,,Outstanding,South-East England and South London,,2.00003E+11,,Not applicable,Not applicable,,,E02000834,E01004015,247,,135416 Sixth Form Centre Link,,,
135835,204,Hackney,6908,"The City Academy, Hackney",Academy sponsor led,Academies,Open,New Provision,01-09-2009,Not applicable,,Secondary,11,19,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,None,Not applicable,Non-selective,1170,Not applicable,19-01-2023,1138,661,477,51.3,Supported by a multi-academy trust,CITY OF LONDON ACADEMIES TRUST,Linked to a sponsor,City of London Academies Trust,Not applicable,,10027531,,Not applicable,29-03-2023,17-10-2023,Homerton Row,Hackney,,London,,E9 6EA,www.thecityacademy.org,2085255440,Ms,Anna,Sarchet,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,London,Hackney,Homerton,Hackney South and Shoreditch,(England/Wales) Urban major conurbation,E09000012,535413,185117,Hackney 019,Hackney 019D,,,,,Good,East of England and North-East London,,10008321047,,Not applicable,Not applicable,,,E02000363,E01001735,484,,Does not have links,,,
135876,919,Hertfordshire,6905,Future Academies Watford,Academy sponsor led,Academies,Open,New Provision,01-09-2009,Not applicable,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,None,Not applicable,Non-selective,1350,No Special Classes,19-01-2023,1123,566,557,29.9,Supported by a multi-academy trust,FUTURE ACADEMIES,Linked to a sponsor,Future Academies,Not applicable,,10027517,,Not applicable,29-06-2022,14-11-2023,Horseshoe Lane,Garston,,Watford,Hertfordshire,WD25 7HW,www.watford.futureacademies.org,1923672964,Mr,Sam,Fox,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,East of England,Watford,Woodside,Watford,(England/Wales) Urban major conurbation,E10000015,511219,201131,Watford 001,Watford 001B,,,,,Requires improvement,North-West London and South-Central England,,10023340241,,Not applicable,Not applicable,,,E02004968,E01023905,306,,117522 Predecessor,,,
135895,881,Essex,6908,The Basildon Lower Academy,Academy sponsor led,Academies,Open,New Provision,01-09-2009,Not applicable,,Secondary,11,14,No boarders,Not applicable,Not applicable,Mixed,Does not apply,None,Not applicable,Non-selective,1350,Not applicable,19-01-2023,925,505,420,46.1,Supported by a multi-academy trust,THE BASILDON ACADEMIES,Linked to a sponsor,Stanton Lane Trust,Not applicable,,10029912,,Not applicable,30-03-2023,14-11-2023,Timberlog Close,Timberlog Lane,,Basildon,Essex,SS14 1UX,http://www.basildonacademies.org.uk/,1268552536,Mrs,Louise,Sherman,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,East of England,Basildon,Vange,South Basildon and East Thurrock,(England/Wales) Urban city and town,E10000012,572613,188970,Basildon 022,Basildon 022D,,,,,Requires improvement,East of England and North-East London,,1.00092E+11,,Not applicable,Not applicable,,,E02004445,E01021326,426,,115372 Predecessor,115316 Predecessor,,
